TILT,TIME
0.009318,144934
0.0104,144944
0.006178,144954
0.002992,144964
0.005822,144974
0.010598,144984
0.011942,144994
0.007926,145004
0.002804,145014
0.003493,145024
0.009104,145034
0.012337,145044
0.008968,145054
0.002914,145064
0.00283,145074
0.008044,145084
0.013241,145094
0.011575,145104
0.005342,145114
0.002166,145124
0.006455,145134
0.012922,145144
0.014639,145154
0.009031,145164
0.003754,145174
0.005337,145184
0.01126,145194
0.014718,145204
0.011868,145214
0.006398,145224
0.005703,145234
0.009682,145244
0.013145,145254
0.012257,145264
0.008729,145274
0.007219,145284
0.009701,145294
0.013864,145304
0.016687,145314
0.013916,145324
0.009787,145334
0.008341,145344
0.01186,145354
0.01598,145364
0.015441,145374
0.010551,145384
0.007295,145394
0.009433,145404
0.012757,145414
0.013408,145424
0.009531,145434
0.007262,145444
0.008992,145454
0.012643,145464
0.014107,145474
0.012934,145484
0.010015,145494
0.009429,145504
0.011298,145514
0.014571,145524
0.014969,145534
0.012432,145544
0.009503,145554
0.010119,145564
0.013189,145574
0.014833,145584
0.012659,145594
0.009318,145604
0.009347,145614
0.012209,145624
0.014636,145634
0.013768,145644
0.011,145654
0.010059,145664
0.011846,145674
0.014271,145684
0.01493,145694
0.012595,145704
0.009969,145714
0.010246,145724
0.014546,145734
0.016751,145744
0.015145,145754
0.011383,145764
0.010681,145774
0.012841,145784
0.015935,145794
0.014609,145804
0.010501,145814
0.006977,145824
0.008263,145834
0.012022,145844
0.012357,145854
0.009514,145864
0.008815,145874
0.009714,145884
0.011142,145894
0.012617,145904
0.014232,145914
0.01428,145924
0.011458,145934
0.009612,145944
0.00126,145954
3.7e-05,145964
0.000929,145974
0.00811,145984
0.021476,145994
0.035403,146004
0.049457,146014
0.060129,146024
0.068658,146034
0.078907,146044
0.092291,146054
0.102832,146064
0.109806,146074
0.113357,146084
0.116049,146094
0.117841,146104
0.118887,146114
0.122669,146124
0.126952,146134
0.132004,146144
0.137565,146154
0.141607,146164
0.145368,146174
0.147699,146184
0.153686,146194
0.156014,146204
0.157199,146214
0.154865,146224
0.149116,146234
0.143836,146244
0.137151,146254
0.129763,146264
0.122148,146274
0.111109,146284
0.095919,146294
0.078318,146304
0.060224,146314
0.041244,146324
0.024059,146334
0.007039,146344
-0.008451,146354
-0.021777,146364
-0.030295,146374
-0.039196,146384
-0.044588,146394
-0.048759,146404
-0.053008,146414
-0.058173,146424
-0.062286,146434
-0.062919,146444
-0.059611,146454
-0.055501,146464
-0.050146,146474
-0.042982,146484
-0.034623,146494
-0.025097,146504
-0.014393,146514
-0.002991,146524
0.009019,146534
0.021812,146544
0.034532,146554
0.047993,146564
0.061945,146574
0.076233,146584
0.091132,146594
0.105515,146604
0.119144,146614
0.133107,146624
0.144447,146634
0.150078,146644
0.154793,146654
0.161255,146664
0.16558,146674
0.16963,146684
0.172258,146694
0.175096,146704
0.177255,146714
0.178724,146724
0.180073,146734
0.181088,146744
0.181862,146754
0.182196,146764
0.182424,146774
0.182771,146784
0.182816,146794
0.182627,146804
0.182239,146814
0.181478,146824
0.180595,146834
0.179565,146844
0.178249,146854
0.177056,146864
0.175756,146874
0.174234,146884
0.173072,146894
0.171931,146904
0.171331,146914
0.171308,146924
0.171574,146934
0.172743,146944
0.174442,146954
0.17698,146964
0.179481,146974
0.182999,146984
0.186224,146994
0.189951,147004
0.193595,147014
0.197527,147024
0.201651,147034
0.205646,147044
0.210214,147054
0.214449,147064
0.218744,147074
0.222237,147084
0.22552,147094
0.227885,147104
0.229851,147114
0.231287,147124
0.231548,147134
0.23169,147144
0.230677,147154
0.22937,147164
0.227177,147174
0.224635,147184
0.221482,147194
0.217798,147204
0.213659,147214
0.209079,147224
0.204555,147234
0.200013,147244
0.195421,147254
0.191179,147264
0.186694,147274
0.182964,147284
0.178925,147294
0.175432,147304
0.172035,147314
0.168831,147324
0.16587,147334
0.162958,147344
0.160928,147354
0.158561,147364
0.156523,147374
0.154367,147384
0.153069,147394
0.151086,147404
0.150311,147414
0.149238,147424
0.148276,147434
0.147381,147444
0.146355,147454
0.145338,147464
0.142574,147474
0.1393,147484
0.135786,147494
0.130023,147504
0.128171,147514
0.119259,147524
0.112539,147534
0.109586,147544
0.103103,147554
0.092894,147564
0.081451,147574
0.069472,147584
0.061558,147594
0.051547,147604
0.038077,147614
0.023785,147624
0.009714,147634
-0.004811,147644
-0.01858,147654
-0.032391,147664
-0.044773,147674
-0.056737,147684
-0.067969,147694
-0.075778,147704
-0.085016,147714
-0.092114,147724
-0.106248,147734
-0.120495,147744
-0.136402,147754
-0.149486,147764
-0.164633,147774
-0.174638,147784
-0.177185,147794
-0.176877,147804
-0.177398,147814
-0.178982,147824
-0.1788,147834
-0.177773,147844
-0.175212,147854
-0.178026,147864
-0.17936,147874
-0.175886,147884
-0.172318,147894
-0.1665,147904
-0.161654,147914
-0.157837,147924
-0.156029,147934
-0.151569,147944
-0.142114,147954
-0.132693,147964
-0.124982,147974
-0.117135,147984
-0.106489,147994
-0.092934,148004
-0.078195,148014
-0.063995,148024
-0.050827,148034
-0.034436,148044
-0.015032,148054
0.003286,148064
0.02152,148074
0.037717,148084
0.049526,148094
0.058071,148104
0.065111,148114
0.073243,148124
0.080934,148134
0.086763,148144
0.090489,148154
0.092325,148164
0.094877,148174
0.097516,148184
0.098503,148194
0.095962,148204
0.092984,148214
0.089899,148224
0.087718,148234
0.084009,148244
0.077516,148254
0.068806,148264
0.061215,148274
0.053614,148284
0.044841,148294
0.033208,148304
0.021181,148314
0.00919,148324
-0.002557,148334
-0.015108,148344
-0.025718,148354
-0.032635,148364
-0.03751,148374
-0.040989,148384
-0.043942,148394
-0.045706,148404
-0.046442,148414
-0.04447,148424
-0.041491,148434
-0.038711,148444
-0.036156,148454
-0.030168,148464
-0.023723,148474
-0.020407,148484
-0.016276,148494
-0.008895,148504
-0.000649,148514
0.003591,148524
0.003408,148534
0.005359,148544
0.009478,148554
0.014536,148564
0.015754,148574
0.011607,148584
0.008348,148594
0.008539,148604
0.0113,148614
0.010435,148624
0.00425,148634
-0.000968,148644
-0.000187,148654
0.004295,148664
0.006217,148674
0.002813,148684
-0.000537,148694
0.000675,148704
0.00413,148714
0.005933,148724
0.003786,148734
-0.001069,148744
-0.003095,148754
-0.000493,148764
0.002511,148774
0.001195,148784
-0.004212,148794
-0.005679,148804
-0.001899,148814
0.002002,148824
0.002979,148834
0.000865,148844
-0.001512,148854
4.7e-05,148864
0.003509,148874
0.006021,148884
0.003682,148894
-0.000449,148904
-0.001175,148914
0.002244,148924
0.006569,148934
0.005178,148944
-0.000536,148954
-0.003569,148964
-0.000909,148974
0.004026,148984
0.004361,148994
-0.001339,149004
-0.005125,149014
-0.001784,149024
0.004007,149034
0.005716,149044
0.001184,149054
-0.004739,149064
-0.003489,149074
0.003109,149084
0.008281,149094
0.005131,149104
-0.002684,149114
-0.00412,149124
0.001449,149134
0.008317,149144
0.008178,149154
0.002042,149164
-0.001591,149174
0.000916,149184
0.006996,149194
0.010135,149204
0.005495,149214
-0.000511,149224
-0.000393,149234
0.005117,149244
0.009018,149254
0.007176,149264
0.00177,149274
-0.001477,149284
0.001598,149294
0.006898,149304
0.007074,149314
0.001834,149324
-0.001595,149334
-0.000377,149344
0.004544,149354
0.008245,149364
0.006919,149374
0.002486,149384
-0.00014,149394
0.002913,149404
0.008146,149414
0.009142,149424
0.004041,149434
0.000413,149444
0.002601,149454
0.007917,149464
0.010761,149474
0.007962,149484
0.003018,149494
0.001984,149504
0.006288,149514
0.011765,149524
0.012032,149534
0.008548,149544
0.007973,149554
0.012573,149564
0.019058,149574
0.022578,149584
0.023487,149594
0.02432,149604
0.025859,149614
0.028182,149624
0.031658,149634
0.032657,149644
0.030846,149654
0.02785,149664
0.02374,149674
0.020877,149684
0.016436,149694
0.008719,149704
0.00044,149714
-0.007673,149724
-0.014219,149734
-0.018816,149744
-0.023075,149754
-0.027354,149764
-0.03186,149774
-0.034036,149784
-0.033927,149794
-0.032353,149804
-0.030465,149814
-0.029654,149824
-0.027634,149834
-0.023647,149844
-0.017542,149854
-0.011826,149864
-0.009043,149874
-0.007093,149884
-0.004273,149894
-0.0014,149904
0.002221,149914
0.004562,149924
0.005735,149934
0.005426,149944
0.003045,149954
0.00173,149964
0.001955,149974
0.003562,149984
0.002031,149994
-0.002942,150004
-0.006628,150014
-0.006685,150024
-0.005109,150034
-0.005854,150044
-0.009701,150054
-0.011905,150064
-0.011058,150074
-0.008227,150084
-0.008086,150094
-0.010996,150104
-0.012169,150114
-0.010438,150124
-0.005764,150134
-0.002792,150144
-0.002717,150154
-0.005368,150164
-0.004373,150174
0.001253,150184
0.006625,150194
0.005962,150204
0.001507,150214
0.000685,150224
0.004111,150234
0.008665,150244
0.008756,150254
0.004544,150264
0.002198,150274
0.003679,150284
0.006409,150294
0.007167,150304
0.003977,150314
0.000862,150324
0.00046,150334
0.002691,150344
0.004844,150354
0.00557,150364
0.002787,150374
-0.000966,150384
-0.000111,150394
0.004818,150404
0.011243,150414
0.016148,150424
0.021408,150434
0.0289,150444
0.036953,150454
0.042664,150464
0.04551,150474
0.050557,150484
0.056104,150494
0.059544,150504
0.061557,150514
0.060883,150524
0.059697,150534
0.059586,150544
0.057948,150554
0.055028,150564
0.04868,150574
0.040938,150584
0.033931,150594
0.027482,150604
0.01742,150614
0.003456,150624
-0.010666,150634
-0.023195,150644
-0.032763,150654
-0.040556,150664
-0.047266,150674
-0.053447,150684
-0.057614,150694
-0.060045,150704
-0.060825,150714
-0.061677,150724
-0.062183,150734
-0.061139,150744
-0.058554,150754
-0.054823,150764
-0.051444,150774
-0.047874,150784
-0.042526,150794
-0.034862,150804
-0.027224,150814
-0.019201,150824
-0.011377,150834
-0.006545,150844
-0.000715,150854
0.0066,150864
0.012457,150874
0.014072,150884
0.014578,150894
0.01343,150904
0.011107,150914
0.010026,150924
0.008432,150934
0.004921,150944
0.000626,150954
-0.005178,150964
-0.009955,150974
-0.012474,150984
-0.012799,150994
-0.014957,151004
-0.018796,151014
-0.021999,151024
-0.020969,151034
-0.017374,151044
-0.01548,151054
-0.01601,151064
-0.018787,151074
-0.016795,151084
-0.010917,151094
-0.004927,151104
-0.002924,151114
-0.004231,151124
-0.003123,151134
0.002126,151144
0.007498,151154
0.008879,151164
0.006457,151174
0.004702,151184
0.006395,151194
0.01043,151204
0.012413,151214
0.010444,151224
0.005439,151234
0.003562,151244
0.005664,151254
0.008137,151264
0.007287,151274
0.001506,151284
-0.002161,151294
-0.000504,151304
0.003613,151314
0.006008,151324
0.001798,151334
-0.002215,151344
-0.001729,151354
0.003666,151364
0.007102,151374
0.005243,151384
0.001378,151394
0.00026,151404
0.004249,151414
0.009081,151424
0.009897,151434
0.006297,151444
0.004226,151454
0.006315,151464
0.010514,151474
0.012416,151484
0.010056,151494
0.007102,151504
0.007834,151514
0.010831,151524
0.012529,151534
0.010287,151544
0.00712,151554
0.006038,151564
0.008736,151574
0.010839,151584
0.008985,151594
0.005058,151604
0.004147,151614
0.006245,151624
0.008874,151634
0.008551,151644
0.005041,151654
0.003345,151664
0.005429,151674
0.009088,151684
0.009844,151694
0.006911,151704
0.005093,151714
0.007521,151724
0.010653,151734
0.011763,151744
0.009562,151754
0.007991,151764
0.008026,151774
0.01213,151784
0.01744,151794
0.02262,151804
0.027136,151814
0.033938,151824
0.041532,151834
0.049557,151844
0.055499,151854
0.06098,151864
0.068618,151874
0.076599,151884
0.081022,151894
0.085379,151904
0.088561,151914
0.090554,151924
0.092914,151934
0.09395,151944
0.092951,151954
0.0894,151964
0.086924,151974
0.084463,151984
0.08021,151994
0.073364,152004
0.065655,152014
0.05823,152024
0.049819,152034
0.03958,152044
0.027587,152054
0.014057,152064
0.000444,152074
-0.01529,152084
-0.03053,152094
-0.043701,152104
-0.053092,152114
-0.05957,152124
-0.065327,152134
-0.070983,152144
-0.076209,152154
-0.080103,152164
-0.081425,152174
-0.081842,152184
-0.082477,152194
-0.082477,152204
-0.081635,152214
-0.078573,152224
-0.074894,152234
-0.071794,152244
-0.068469,152254
-0.062893,152264
-0.054882,152274
-0.047248,152284
-0.039891,152294
-0.031735,152304
-0.023431,152314
-0.012221,152324
-9.931427e-06,152334
0.007846,152344
0.010472,152354
0.013377,152364
0.01798,152374
0.023084,152384
0.025051,152394
0.022245,152404
0.016082,152414
0.011233,152424
0.009255,152434
0.00852,152444
0.004958,152454
-0.004204,152464
-0.013542,152474
-0.017228,152484
-0.01598,152494
-0.016075,152504
-0.019708,152514
-0.024886,152524
-0.025477,152534
-0.021736,152544
-0.016981,152554
-0.015842,152564
-0.01601,152574
-0.01452,152584
-0.008928,152594
-0.002682,152604
0.00154,152614
0.002003,152624
0.001935,152634
0.003898,152644
0.008721,152654
0.013858,152664
0.014066,152674
0.010335,152684
0.007833,152694
0.009349,152704
0.011715,152714
0.010727,152724
0.006217,152734
0.002286,152744
0.002406,152754
0.005046,152764
0.005501,152774
0.001411,152784
-0.003823,152794
-0.003621,152804
-0.000235,152814
0.002074,152824
-0.000263,152834
-0.002918,152844
-0.001877,152854
0.002156,152864
0.005213,152874
0.004414,152884
0.002522,152894
0.00358,152904
0.008226,152914
0.011584,152924
0.011192,152934
0.007695,152944
0.007116,152954
0.010844,152964
0.015116,152974
0.01444,152984
0.008877,152994
0.004949,153004
0.00801,153014
0.01287,153024
0.013832,153034
0.008191,153044
0.002279,153054
0.002463,153064
0.007897,153074
0.012084,153084
0.00949,153094
0.002595,153104
0.000956,153114
0.005708,153124
0.012017,153134
0.01248,153144
0.006468,153154
0.002503,153164
0.006578,153174
0.01348,153184
0.016954,153194
0.012563,153204
0.007194,153214
0.00764,153224
0.013075,153234
0.017237,153244
0.015622,153254
0.009718,153264
0.007094,153274
0.009124,153284
0.014616,153294
0.016431,153304
0.01303,153314
0.007383,153324
0.008376,153334
0.012975,153344
0.016313,153354
0.014243,153364
0.009783,153374
0.008872,153384
0.013055,153394
0.018948,153404
0.022017,153414
0.02096,153424
0.020309,153434
0.024053,153444
0.03036,153454
0.033768,153464
0.032315,153474
0.028346,153484
0.027337,153494
0.029843,153504
0.031242,153514
0.026578,153524
0.019031,153534
0.014839,153544
0.013001,153554
0.010692,153564
0.004122,153574
-0.003114,153584
-0.007069,153594
-0.008027,153604
-0.008035,153614
-0.012072,153624
-0.016645,153634
-0.017277,153644
-0.012599,153654
-0.008839,153664
-0.009811,153674
-0.012571,153684
-0.010881,153694
-0.003448,153704
0.004053,153714
0.00608,153724
0.002951,153734
0.002791,153744
0.008442,153754
0.014565,153764
0.012585,153774
0.006995,153784
0.005884,153794
0.007924,153804
0.008774,153814
0.004545,153824
-0.002205,153834
-0.005331,153844
-0.00302,153854
-0.001776,153864
-0.005485,153874
-0.010864,153884
-0.011668,153894
-0.0078,153904
-0.005025,153914
-0.006632,153924
-0.0105,153934
-0.01016,153944
-0.005213,153954
-0.002454,153964
-0.003383,153974
-0.004332,153984
-0.001808,153994
0.002372,154004
0.002994,154014
-6.9e-05,154024
-0.000618,154034
0.002843,154044
0.006445,154054
0.005235,154064
0.000651,154074
-0.001142,154084
0.001769,154094
0.004921,154104
0.002439,154114
-0.003324,154124
-0.004481,154134
-0.000519,154144
0.002377,154154
0.000241,154164
-0.004464,154174
-0.00571,154184
-0.002246,154194
0.001552,154204
0.001155,154214
-0.003204,154224
-0.004236,154234
-0.000434,154244
0.004322,154254
0.006002,154264
0.001446,154274
-0.000545,154284
0.002889,154294
0.00759,154304
0.008602,154314
0.00413,154324
0.00087,154334
0.002785,154344
0.006731,154354
0.007356,154364
0.001231,154374
-0.004065,154384
-0.002177,154394
0.003542,154404
0.00602,154414
-0.000451,154424
-0.006402,154434
-0.004194,154444
0.002406,154454
0.00603,154464
0.002878,154474
-0.001581,154484
-0.000607,154494
0.004456,154504
0.008924,154514
0.006639,154524
0.000476,154534
-0.000295,154544
0.004722,154554
0.008914,154564
0.005905,154574
0.001361,154584
0.001762,154594
0.006509,154604
0.009537,154614
0.006361,154624
0.00217,154634
0.001537,154644
0.003108,154654
0.004069,154664
0.001423,154674
-0.003261,154684
-0.005131,154694
-0.001694,154704
0.001085,154714
-0.002206,154724
-0.008152,154734
-0.009445,154744
-0.003729,154754
0.001303,154764
-0.002324,154774
-0.00747,154784
-0.005474,154794
0.000368,154804
0.003814,154814
0.000631,154824
-0.003633,154834
-0.001804,154844
0.003786,154854
0.007295,154864
0.004336,154874
-0.000796,154884
-0.000334,154894
0.004957,154904
0.008427,154914
0.00514,154924
0.001013,154934
-0.000367,154944
0.002437,154954
0.005622,154964
0.005508,154974
0.005696,154984
0.005766,154994
0.006553,155004
0.007863,155014
0.009278,155024
0.010402,155034
0.011261,155044
0.011708,155054
0.011831,155064
0.012233,155074
0.013324,155084
0.015034,155094
0.017023,155104
0.018897,155114
0.020804,155124
0.022959,155134
0.02555,155144
0.028707,155154
0.032057,155164
0.035525,155174
0.039319,155184
0.043223,155194
0.047617,155204
0.052098,155214
0.05639,155224
0.060497,155234
0.064755,155244
0.0691,155254
0.073388,155264
0.077441,155274
0.081376,155284
0.085291,155294
0.089274,155304
0.093634,155314
0.098575,155324
0.104234,155334
0.11042,155344
0.117309,155354
0.125261,155364
0.133756,155374
0.143001,155384
0.152539,155394
0.162052,155404
0.172349,155414
0.18363,155424
0.196089,155434
0.208876,155444
0.221587,155454
0.23483,155464
0.24921,155474
0.263923,155484
0.279162,155494
0.295165,155504
0.3115,155514
0.328585,155524
0.345494,155534
0.363216,155544
0.38178,155554
0.400265,155564
0.419208,155574
0.439232,155584
0.46111,155594
0.477362,155604
0.485743,155614
0.494738,155624
0.505063,155634
0.519488,155644
0.534693,155654
0.550748,155664
0.566549,155674
0.581414,155684
0.596156,155694
0.609603,155704
0.623765,155714
0.637234,155724
0.650089,155734
0.66326,155744
0.676744,155754
0.690531,155764
0.705634,155774
0.719364,155784
0.732805,155794
0.746113,155804
0.759666,155814
0.773122,155824
0.78624,155834
0.799688,155844
0.813369,155854
0.827272,155864
0.841167,155874
0.854847,155884
0.868459,155894
0.881824,155904
0.894738,155914
0.907572,155924
0.919946,155934
0.931985,155944
0.943403,155954
0.954437,155964
0.965034,155974
0.975575,155984
0.986308,155994
0.997024,156004
1.007771,156014
1.018604,156024
1.029618,156034
1.040905,156044
1.052682,156054
1.064386,156064
1.076485,156074
1.089179,156084
1.102184,156094
1.115313,156104
1.128388,156114
1.141291,156124
1.154289,156134
1.167941,156144
1.182146,156154
1.196949,156164
1.212116,156174
1.227061,156184
1.241744,156194
1.25623,156204
1.270372,156214
1.28401,156224
1.297403,156234
1.31046,156244
1.323082,156254
1.335687,156264
1.348549,156274
1.361201,156284
1.374177,156294
1.386991,156304
1.39986,156314
1.396315,156324
1.389993,156334
1.381668,156344
1.375904,156354
1.374201,156364
1.377252,156374
1.381117,156384
1.380112,156394
1.376776,156404
1.37792,156414
1.378343,156424
1.374341,156434
1.376948,156444
1.374536,156454
1.375842,156464
1.376139,156474
1.376252,156484
1.377716,156494
1.3772,156504
1.378048,156514
1.377906,156524
1.378315,156534
1.378061,156544
1.378022,156554
1.378592,156564
1.378531,156574
1.378898,156584
1.379167,156594
1.37949,156604
1.379751,156614
1.379996,156624
1.380521,156634
1.380615,156644
1.380945,156654
1.381406,156664
1.381706,156674
1.382028,156684
1.382341,156694
1.382803,156704
1.382998,156714
1.383453,156724
1.383761,156734
1.384171,156744
1.384527,156754
1.384913,156764
1.38538,156774
1.385667,156784
1.385962,156794
1.386303,156804
1.386676,156814
1.38701,156824
1.387313,156834
1.38764,156844
1.387928,156854
1.388201,156864
1.388518,156874
1.388753,156884
1.389001,156894
1.389308,156904
1.389592,156914
1.389896,156924
1.390217,156934
1.390479,156944
1.390704,156954
1.390894,156964
1.39108,156974
1.391283,156984
1.391479,156994
1.391738,157004
1.391968,157014
1.39213,157024
1.392325,157034
1.392459,157044
1.392635,157054
1.392753,157064
1.392894,157074
1.393027,157084
1.393112,157094
1.393247,157104
1.39329,157114
1.393325,157124
1.393394,157134
1.393447,157144
1.39351,157154
1.393625,157164
1.393771,157174
1.393838,157184
1.394031,157194
1.394166,157204
1.394371,157214
1.394487,157224
1.394668,157234
